Milliseconds;Rssi;Signal_X;Signal_Y;Signal_Z;Position_X;Position_Y;Position_Z
36650;-95;39,7;-15,8;1,8;35,6;0,0;1,5
36650;-88;32,8;-11,3;1,7;35,6;0,0;1,5
36650;-97;25,2;-12;5,2;35,6;0,0;1,5
36650;-95;27,7;-13,2;-0,4;35,6;0,0;1,5
36650;-93;21,2;-4,3;1,8;35,6;0,0;1,5
36700;-99;39,8;-17,4;5,1;35,7;0,0;1,5
36700;-94;27,7;-13,2;-0,4;35,7;0,0;1,5
36700;-53;35,8;-2,8;1,8;35,7;0,0;1,5
36700;-87;25,1;-4,3;4;35,7;0,0;1,5
36700;-92;25,2;-8,1;5,1;35,7;0,0;1,5
36700;-79;32,8;-8,2;5,1;35,7;0,0;1,5
36700;-77;35,9;-8,4;5,1;35,7;0,0;1,5
36700;-98;23,5;11,2;1,7;35,7;0,0;1,5
36750;-97;35,5;-17,3;1,8;35,7;0,0;1,5
36750;-98;21,2;-11,2;1,7;35,7;0,0;1,5
36750;-92;27,5;-11,3;1,7;35,7;0,0;1,5
36750;-87;32,8;-11,3;1,7;35,7;0,0;1,5
36750;-97;25,2;-12;5,2;35,7;0,0;1,5
36750;-91;35,9;-12;5,1;35,7;0,0;1,5
36750;-94;21,4;-2,9;4;35,7;0,0;1,5
36750;-63;36;-4,3;4;35,7;0,0;1,5
36750;-69;33,5;-4,4;5,1;35,7;0,0;1,5
36800;-97;32,5;-16,5;1,7;35,8;0,0;1,5
36800;-97;33,5;-15,8;5,1;35,8;0,0;1,5
36800;-99;39,8;-17,4;5,1;35,8;0,0;1,5
36800;-96;21,2;-11,2;1,7;35,8;0,0;1,5
36800;-92;41,8;-11,8;4,1;35,8;0,0;1,5
36800;-61;33;-3,7;1,7;35,8;0,0;1,5
36850;-96;35,9;-15,9;4;35,8;0,0;1,5
36850;-99;39,8;-17,4;5,1;35,8;0,0;1,5
36850;-88;40,1;-11,3;1,7;35,8;0,0;1,5
36850;-90;32,7;-12;5,1;35,8;0,0;1,5
36850;-93;41,8;-11,8;4,1;35,8;0,0;1,5
36900;-99;28,2;-16,4;1,7;35,9;0,0;1,5
36900;-88;40,1;-11,3;1,7;35,9;0,0;1,5
36900;-95;27,7;-13,2;-0,4;35,9;0,0;1,5
36900;-84;25,5;-2,8;1,8;35,9;0,0;1,5
36900;-85;41,5;9,8;1,6;35,9;0,0;1,5
36950;-97;39,7;-15,8;1,8;35,9;0,0;1,5
36950;-96;40,1;-16;3,9;35,9;0,0;1,5
36950;-92;27,5;-11,3;1,7;35,9;0,0;1,5
36950;-88;32,8;-11,3;1,7;35,9;0,0;1,5
36950;-89;40,1;-11,3;1,7;35,9;0,0;1,5
36950;-78;28,8;-3,7;1,7;35,9;0,0;1,5
36950;-96;19,8;-4,3;4;35,9;0,0;1,5
36950;-65;39,8;-2,9;4;35,9;0,0;1,5
36950;-68;40;-2,8;5,1;35,9;0,0;1,5
37000;-98;28,2;-16,4;1,7;36,0;0,0;1,5
37000;-94;35,9;-15,9;4;36,0;0,0;1,5
37000;-88;40,1;-11,3;1,7;36,0;0,0;1,5
37000;-92;40,9;-13,2;-0,4;36,0;0,0;1,5
37000;-94;21,2;-4,3;1,8;36,0;0,0;1,5
37000;-62;33;-3,7;1,7;36,0;0,0;1,5
37000;-51;35,8;-2,8;1,8;36,0;0,0;1,5
37000;-93;21,3;-2,8;5,1;36,0;0,0;1,5
37050;-96;40,1;-16;3,9;36,0;0,0;1,5
37050;-97;39,7;-17,3;3,9;36,0;0,0;1,5
37050;-97;27,5;-15,8;5,1;36,0;0,0;1,5
37050;-95;33,5;-15,8;5,1;36,0;0,0;1,5
37050;-96;25,2;-12;5,2;36,0;0,0;1,5
37100;-96;39,7;-15,8;1,8;36,1;0,0;1,5
37100;-97;33,5;-15,8;5,1;36,1;0,0;1,5
37100;-88;32,8;-11,3;1,7;36,1;0,0;1,5
37100;-62;33;-3,7;1,7;36,1;0,0;1,5
37100;-66;39,9;-4,3;1,8;36,1;0,0;1,5
37150;-99;32,5;-16,5;1,7;36,1;0,0;1,5
37150;-92;27,5;-11,3;1,7;36,1;0,0;1,5
37150;-84;25,5;-2,8;1,8;36,1;0,0;1,5
37150;-70;40,3;-4,4;4;36,1;0,0;1,5
37150;-84;27,6;-4,4;5,1;36,1;0,0;1,5
37150;-67;40;-2,8;5,1;36,1;0,0;1,5
37150;-95;25,2;-8,1;5,1;36,1;0,0;1,5
37200;-97;32,5;-16,5;1,7;36,2;0,0;1,5
37200;-95;35,5;-17,3;1,8;36,2;0,0;1,5
37200;-97;39,8;-17,4;5,1;36,2;0,0;1,5
37200;-96;21,2;-4,3;1,8;36,2;0,0;1,5
37200;-63;33;-3,7;1,7;36,2;0,0;1,5
37200;-89;25,1;-4,3;4;36,2;0,0;1,5
37200;-65;39,8;-2,9;4;36,2;0,0;1,5
37200;-79;35,9;-8,4;5,1;36,2;0,0;1,5
37250;-98;35,5;-17,3;1,8;36,2;0,0;1,5
37250;-97;27,5;-15,8;5,1;36,2;0,0;1,5
37250;-92;27,5;-11,3;1,7;36,2;0,0;1,5
37250;-54;35,8;-2,8;1,8;36,2;0,0;1,5
37250;-99;19,8;-4,3;4;36,2;0,0;1,5
37250;-88;25,1;-4,3;4;36,2;0,0;1,5
37250;-89;27,5;-8,9;1,7;36,2;0,0;1,5
37300;-96;32,5;-16,5;1,7;36,3;0,0;1,5
37300;-97;39,7;-15,8;1,8;36,3;0,0;1,5
37300;-97;39,8;-17,4;5,1;36,3;0,0;1,5
37300;-88;40,1;-11,3;1,7;36,3;0,0;1,5
37300;-96;27,7;-13,2;-0,4;36,3;0,0;1,5
37350;-99;25,1;-15,9;4;36,3;0,0;1,5
37350;-96;33,5;-15,8;5,1;36,3;0,0;1,5
37350;-93;27,5;-11,3;1,7;36,3;0,0;1,5
37350;-91;32,7;-12;5,1;36,3;0,0;1,5
37350;-97;19,8;-4,3;4;36,3;0,0;1,5
37350;-93;21,4;-2,9;4;36,3;0,0;1,5
37350;-89;25,1;-4,3;4;36,3;0,0;1,5
37350;-69;40,3;-4,4;4;36,3;0,0;1,5
37350;-70;40;-2,8;5,1;36,3;0,0;1,5
37400;-99;28,2;-16,4;1,7;36,4;0,0;1,5
37400;-89;35,9;-12;5,1;36,4;0,0;1,5
37400;-98;21,2;-4,3;1,8;36,4;0,0;1,5
37400;-86;25,5;-2,8;1,8;36,4;0,0;1,5
37400;-96;19,8;-4,3;4;36,4;0,0;1,5
37400;-95;21,4;-2,9;4;36,4;0,0;1,5
37400;-64;39,8;-2,9;4;36,4;0,0;1,5
37400;-68;33,5;-4,4;5,1;36,4;0,0;1,5
37450;-97;40,1;-16;3,9;36,4;0,0;1,5
37450;-98;39,8;-17,4;5,1;36,4;0,0;1,5
37450;-98;21,2;-11,2;1,7;36,4;0,0;1,5
37450;-97;25,2;-12;5,2;36,4;0,0;1,5
37450;-90;32,7;-12;5,1;36,4;0,0;1,5
37450;-96;21,2;-4,3;1,8;36,4;0,0;1,5
37450;-63;33;-3,7;1,7;36,4;0,0;1,5
37450;-54;35,8;-2,8;1,8;36,4;0,0;1,5
37500;-98;28,2;-16,4;1,7;36,5;0,0;1,5
37500;-97;35,9;-15,9;4;36,5;0,0;1,5
37500;-95;33,5;-15,8;5,1;36,5;0,0;1,5
37500;-86;40,1;-11,3;1,7;36,5;0,0;1,5
37500;-64;33;-3,7;1,7;36,5;0,0;1,5
37550;-98;39,7;-17,3;3,9;36,5;0,0;1,5
37550;-99;27,5;-15,8;5,1;36,5;0,0;1,5
37550;-93;27,5;-11,3;1,7;36,5;0,0;1,5
37550;-92;40,9;-13,2;-0,4;36,5;0,0;1,5
37550;-96;21,2;-4,3;1,8;36,5;0,0;1,5
37550;-85;25,5;-2,8;1,8;36,5;0,0;1,5
37550;-68;40,3;-4,4;4;36,5;0,0;1,5
37550;-91;27,5;-8,9;1,7;36,5;0,0;1,5
37550;-72;40,9;-5,6;-0,4;36,5;0,0;1,5
37600;-98;25,1;-15,9;4;36,6;0,0;1,5
37600;-97;39,7;-17,3;3,9;36,6;0,0;1,5
37600;-98;21,2;-11,2;1,7;36,6;0,0;1,5
37600;-77;28,8;-3,7;1,7;36,6;0,0;1,5
37600;-65;39,9;-4,3;1,8;36,6;0,0;1,5
37600;-64;39,8;-2,9;4;36,6;0,0;1,5
37600;-63;36;-4,3;4;36,6;0,0;1,5
37650;-97;35,5;-17,3;1,8;36,6;0,0;1,5
37650;-96;39,7;-15,8;1,8;36,6;0,0;1,5
37650;-96;39,7;-17,3;3,9;36,6;0,0;1,5
37650;-97;33,5;-15,8;5,1;36,6;0,0;1,5
37650;-88;35,9;-12;5,1;36,6;0,0;1,5
37650;-76;28,8;-3,7;1,7;36,6;0,0;1,5
37650;-98;19,8;-4,3;4;36,6;0,0;1,5
37700;-98;35,5;-17,3;1,8;36,7;0,0;1,5
37700;-98;39,7;-17,3;3,9;36,7;0,0;1,5
37700;-97;27,5;-15,8;5,1;36,7;0,0;1,5
37700;-97;39,8;-17,4;5,1;36,7;0,0;1,5
37700;-95;27,5;-11,3;1,7;36,7;0,0;1,5
37750;-94;27,5;-11,3;1,7;36,7;0,0;1,5
37750;-95;27,7;-13,2;-0,4;36,7;0,0;1,5
37750;-93;40,9;-13,2;-0,4;36,7;0,0;1,5
37750;-95;21,2;-4,3;1,8;36,7;0,0;1,5
37750;-53;35,8;-2,8;1,8;36,7;0,0;1,5
37750;-98;19,8;-4,3;4;36,7;0,0;1,5
37750;-96;21,4;-2,9;4;36,7;0,0;1,5
37750;-64;39,8;-2,9;4;36,7;0,0;1,5
37800;-96;40,1;-16;3,9;36,8;0,0;1,5
37800;-98;39,7;-17,3;3,9;36,8;0,0;1,5
37800;-98;39,8;-17,4;5,1;36,8;0,0;1,5
37800;-88;32,8;-11,3;1,7;36,8;0,0;1,5
37800;-88;40,1;-11,3;1,7;36,8;0,0;1,5
37800;-90;41,8;-11,8;4,1;36,8;0,0;1,5
37800;-87;25,5;-2,8;1,8;36,8;0,0;1,5
37800;-54;35,8;-2,8;1,8;36,8;0,0;1,5
37850;-98;35,5;-17,3;1,8;36,8;0,0;1,5
37850;-97;39,7;-15,8;1,8;36,8;0,0;1,5
37850;-99;27,5;-15,8;5,1;36,8;0,0;1,5
37850;-97;25,2;-12;5,2;36,8;0,0;1,5
37850;-87;25,5;-2,8;1,8;36,8;0,0;1,5
37900;-97;32,5;-16,5;1,7;36,9;0,0;1,5
37900;-98;35,5;-17,3;1,8;36,9;0,0;1,5
37900;-96;33,5;-15,8;5,1;36,9;0,0;1,5
37900;-91;27,5;-11,3;1,7;36,9;0,0;1,5
37900;-96;27,7;-13,2;-0,4;36,9;0,0;1,5
37900;-65;33;-3,7;1,7;36,9;0,0;1,5
37950;-99;35,5;-17,3;1,8;36,9;0,0;1,5
37950;-98;39,8;-17,4;5,1;36,9;0,0;1,5
37950;-99;21,2;-11,2;1,7;36,9;0,0;1,5
37950;-95;27,5;-11,3;1,7;36,9;0,0;1,5
37950;-89;32,7;-12;5,1;36,9;0,0;1,5
37950;-96;27,7;-13,2;-0,4;36,9;0,0;1,5
37950;-53;35,8;-2,8;1,8;36,9;0,0;1,5
38000;-96;35,9;-15,9;4;37,0;0,0;1,5
38000;-99;21,2;-11,2;1,7;37,0;0,0;1,5
38000;-87;32,8;-11,3;1,7;37,0;0,0;1,5
38000;-89;41,8;-11,8;4,1;37,0;0,0;1,5
38000;-76;28,8;-3,7;1,7;37,0;0,0;1,5
38000;-90;25,1;-4,3;4;37,0;0,0;1,5
38000;-69;40,3;-4,4;4;37,0;0,0;1,5
38050;-98;28,2;-16,4;1,7;37,0;0,0;1,5
38050;-89;35,9;-12;5,1;37,0;0,0;1,5
38050;-97;27,7;-13,2;-0,4;37,0;0,0;1,5
38050;-95;21,2;-4,3;1,8;37,0;0,0;1,5
38050;-64;33;-3,7;1,7;37,0;0,0;1,5
38100;-96;35,5;-17,3;1,8;37,1;0,0;1,5
38100;-95;39,7;-15,8;1,8;37,1;0,0;1,5
38100;-99;27,5;-15,8;5,1;37,1;0,0;1,5
38100;-95;27,5;-11,3;1,7;37,1;0,0;1,5
38100;-90;32,8;-11,3;1,7;37,1;0,0;1,5
38100;-94;32,7;-12;5,1;37,1;0,0;1,5
38100;-79;28,8;-3,7;1,7;37,1;0,0;1,5
38150;-99;32,5;-16,5;1,7;37,1;0,0;1,5
38150;-96;35,9;-15,9;4;37,1;0,0;1,5
38150;-99;21,2;-11,2;1,7;37,1;0,0;1,5
38150;-94;27,5;-11,3;1,7;37,1;0,0;1,5
38150;-91;32,7;-12;5,1;37,1;0,0;1,5
38150;-56;35,8;-2,8;1,8;37,1;0,0;1,5
38150;-63;39,9;-4,3;1,8;37,1;0,0;1,5
38200;-96;35,9;-15,9;4;37,2;0,0;1,5
38200;-97;33,5;-15,8;5,1;37,2;0,0;1,5
38200;-95;27,5;-11,3;1,7;37,2;0,0;1,5
38200;-80;28,8;-3,7;1,7;37,2;0,0;1,5
38200;-83;32,8;-8,9;1,7;37,2;0,0;1,5
38250;-97;39,7;-15,8;1,8;37,2;0,0;1,5
38250;-98;39,7;-17,3;3,9;37,2;0,0;1,5
38250;-97;35,9;-15,9;4;37,2;0,0;1,5
38250;-98;39,8;-17,4;5,1;37,2;0,0;1,5
38250;-97;25,2;-12;5,2;37,2;0,0;1,5
38250;-90;41,8;-11,8;4,1;37,2;0,0;1,5
38250;-96;27,7;-13,2;-0,4;37,2;0,0;1,5
38300;-97;35,5;-17,3;1,8;37,3;0,0;1,5
38300;-96;40,1;-16;3,9;37,3;0,0;1,5
38300;-98;33,5;-15,8;5,1;37,3;0,0;1,5
38300;-98;39,8;-17,4;5,1;37,3;0,0;1,5
38300;-95;27,5;-11,3;1,7;37,3;0,0;1,5
38350;-98;35,5;-17,3;1,8;37,3;0,0;1,5
38350;-96;40,1;-16;3,9;37,3;0,0;1,5
38350;-96;33,5;-15,8;5,1;37,3;0,0;1,5
38350;-97;25,2;-12;5,2;37,3;0,0;1,5
38350;-92;32,7;-12;5,1;37,3;0,0;1,5
38350;-79;28,8;-3,7;1,7;37,3;0,0;1,5
38400;-98;35,9;-15,9;4;37,4;0,0;1,5
38400;-97;39,8;-17,4;5,1;37,4;0,0;1,5
38400;-87;40,1;-11,3;1,7;37,4;0,0;1,5
38400;-98;25,2;-12;5,2;37,4;0,0;1,5
38400;-93;32,7;-12;5,1;37,4;0,0;1,5
38400;-55;35,8;-2,8;1,8;37,4;0,0;1,5
38450;-98;28,2;-16,4;1,7;37,4;0,0;1,5
38450;-96;32,5;-16,5;1,7;37,4;0,0;1,5
38450;-96;35,5;-17,3;1,8;37,4;0,0;1,5
38450;-98;33,5;-15,8;5,1;37,4;0,0;1,5
38450;-99;39,8;-17,4;5,1;37,4;0,0;1,5
38500;-97;35,5;-17,3;1,8;37,5;0,0;1,5
38500;-94;27,5;-11,3;1,7;37,5;0,0;1,5
38500;-99;25,2;-12;5,2;37,5;0,0;1,5
38500;-97;21,2;-4,3;1,8;37,5;0,0;1,5
38500;-63;39,9;-4,3;1,8;37,5;0,0;1,5
38550;-97;40,1;-16;3,9;37,5;0,0;1,5
38550;-98;25,2;-12;5,2;37,5;0,0;1,5
38550;-92;32,7;-12;5,1;37,5;0,0;1,5
38550;-97;21,2;-4,3;1,8;37,5;0,0;1,5
38550;-89;25,5;-2,8;1,8;37,5;0,0;1,5
38550;-55;35,8;-2,8;1,8;37,5;0,0;1,5
38550;-63;39,9;-4,3;1,8;37,5;0,0;1,5
38600;-99;27,5;-15,8;5,1;37,6;0,0;1,5
38600;-98;33,5;-15,8;5,1;37,6;0,0;1,5
38600;-89;32,8;-11,3;1,7;37,6;0,0;1,5
38600;-99;25,2;-12;5,2;37,6;0,0;1,5
38600;-86;25,5;-2,8;1,8;37,6;0,0;1,5
38600;-98;19,8;-4,3;4;37,6;0,0;1,5
38600;-91;25,1;-4,3;4;37,6;0,0;1,5
38600;-70;33,5;-4,4;5,1;37,6;0,0;1,5
38600;-92;27,5;-8,9;1,7;37,6;0,0;1,5
38650;-99;28,2;-16,4;1,7;37,6;0,0;1,5
38650;-97;35,5;-17,3;1,8;37,6;0,0;1,5
38650;-97;39,7;-15,8;1,8;37,6;0,0;1,5
38650;-95;40,1;-16;3,9;37,6;0,0;1,5
38650;-88;32,8;-11,3;1,7;37,6;0,0;1,5
38650;-90;35,9;-12;5,1;37,6;0,0;1,5
38650;-67;33;-3,7;1,7;37,6;0,0;1,5
38650;-56;35,8;-2,8;1,8;37,6;0,0;1,5
38700;-98;32,5;-16,5;1,7;37,7;0,0;1,5
38700;-97;39,7;-15,8;1,8;37,7;0,0;1,5
38700;-97;33,5;-15,8;5,1;37,7;0,0;1,5
38700;-98;39,8;-17,4;5,1;37,7;0,0;1,5
38700;-95;21,2;-11,2;1,7;37,7;0,0;1,5
38750;-97;32,5;-16,5;1,7;37,7;0,0;1,5
38750;-99;35,5;-17,3;1,8;37,7;0,0;1,5
38750;-99;21,2;-11,2;1,7;37,7;0,0;1,5
38750;-85;40,1;-11,3;1,7;37,7;0,0;1,5
38750;-87;41,8;-11,8;4,1;37,7;0,0;1,5
38750;-88;25,5;-2,8;1,8;37,7;0,0;1,5
38750;-55;35,8;-2,8;1,8;37,7;0,0;1,5
38750;-91;25,1;-4,3;4;37,7;0,0;1,5
38800;-99;35,5;-17,3;1,8;37,8;0,0;1,5
38800;-68;33;-3,7;1,7;37,8;0,0;1,5
38800;-98;21,4;-2,9;4;37,8;0,0;1,5
38800;-63;36;-4,3;4;37,8;0,0;1,5
38800;-98;21,3;-2,8;5,1;37,8;0,0;1,5
38800;-98;21,2;-8,8;1,7;37,8;0,0;1,5
38850;-98;28,2;-16,4;1,7;37,8;0,0;1,5
38850;-99;32,5;-16,5;1,7;37,8;0,0;1,5
38850;-95;40,1;-16;3,9;37,8;0,0;1,5
38850;-98;39,7;-17,3;3,9;37,8;0,0;1,5
38850;-89;40,1;-11,3;1,7;37,8;0,0;1,5
38850;-93;32,7;-12;5,1;37,8;0,0;1,5
38850;-88;35,9;-12;5,1;37,8;0,0;1,5
38850;-63;39,9;-4,3;1,8;37,8;0,0;1,5
38850;-60;39,8;-2,9;4;37,8;0,0;1,5
38900;-96;27,5;-11,3;1,7;37,9;0,0;1,5
38900;-99;25,2;-12;5,2;37,9;0,0;1,5
38900;-90;41,8;-11,8;4,1;37,9;0,0;1,5
38900;-99;21,2;-4,3;1,8;37,9;0,0;1,5
38900;-83;28,8;-3,7;1,7;37,9;0,0;1,5
38950;-95;39,7;-15,8;1,8;37,9;0,0;1,5
38950;-99;27,5;-15,8;5,1;37,9;0,0;1,5
38950;-89;32,8;-11,3;1,7;37,9;0,0;1,5
38950;-92;32,7;-12;5,1;37,9;0,0;1,5
38950;-89;25,5;-2,8;1,8;37,9;0,0;1,5
39000;-98;35,5;-17,3;1,8;38,0;0,0;1,5
39000;-95;33,5;-15,8;5,1;38,0;0,0;1,5
39000;-90;41,8;-11,8;4,1;38,0;0,0;1,5
39000;-98;21,2;-4,3;1,8;38,0;0,0;1,5
39000;-87;25,5;-2,8;1,8;38,0;0,0;1,5
39000;-80;28,8;-3,7;1,7;38,0;0,0;1,5
39000;-98;21,3;-2,8;5,1;38,0;0,0;1,5
39000;-80;35,9;-8,4;5,1;38,0;0,0;1,5
39050;-98;28,2;-16,4;1,7;38,0;0,0;1,5
39050;-99;27,5;-15,8;5,1;38,0;0,0;1,5
39050;-91;32,7;-12;5,1;38,0;0,0;1,5
39050;-89;35,9;-12;5,1;38,0;0,0;1,5
39050;-99;21,2;-4,3;1,8;38,0;0,0;1,5
39100;-98;28,2;-16,4;1,7;38,1;0,0;1,5
39100;-98;33,5;-15,8;5,1;38,1;0,0;1,5
39100;-84;40,1;-11,3;1,7;38,1;0,0;1,5
39100;-90;32,7;-12;5,1;38,1;0,0;1,5
39100;-87;35,9;-12;5,1;38,1;0,0;1,5
39100;-69;33;-3,7;1,7;38,1;0,0;1,5
39100;-57;35,8;-2,8;1,8;38,1;0,0;1,5
39150;-98;35,5;-17,3;1,8;38,1;0,0;1,5
39150;-98;33,5;-15,8;5,1;38,1;0,0;1,5
39150;-97;25,2;-12;5,2;38,1;0,0;1,5
39150;-89;41,8;-11,8;4,1;38,1;0,0;1,5
39150;-92;40,9;-13,2;-0,4;38,1;0,0;1,5
39200;-98;39,7;-17,3;3,9;38,1;0,0;1,5
39200;-86;40,1;-11,3;1,7;38,1;0,0;1,5
39200;-91;35,9;-12;5,1;38,1;0,0;1,5
39200;-91;40,9;-13,2;-0,4;38,1;0,0;1,5
39200;-97;21,2;-4,3;1,8;38,1;0,0;1,5
39200;-90;25,5;-2,8;1,8;38,1;0,0;1,5
39200;-68;33;-3,7;1,7;38,1;0,0;1,5
39200;-61;39,9;-4,3;1,8;38,1;0,0;1,5
39200;-96;21,4;-2,9;4;38,1;0,0;1,5
39250;-98;28,2;-16,4;1,7;38,1;0,0;1,5
39250;-95;32,5;-16,5;1,7;38,1;0,0;1,5
39250;-98;35,5;-17,3;1,8;38,1;0,0;1,5
39250;-97;39,8;-17,4;5,1;38,1;0,0;1,5
39250;-89;35,9;-12;5,1;38,1;0,0;1,5
39250;-97;27,7;-13,2;-0,4;38,1;0,0;1,5
39250;-90;25,5;-2,8;1,8;38,1;0,0;1,5
39300;-98;40,1;-16;3,9;38,1;0,0;1,5
39300;-95;35,9;-15,9;4;38,1;0,0;1,5
39300;-96;33,5;-15,8;5,1;38,1;0,0;1,5
39300;-90;25,5;-2,8;1,8;38,1;0,0;1,5
39300;-93;25,1;-4,3;4;38,1;0,0;1,5
39300;-64;36;-4,3;4;38,1;0,0;1,5
39300;-99;21,3;-2,8;5,1;38,1;0,0;1,5
39300;-84;32,8;-8,9;1,7;38,1;0,0;1,5
39300;-84;32,8;-8,2;5,1;38,1;0,0;1,5
39350;-96;40,1;-16;3,9;38,1;0,0;1,5
39350;-97;39,7;-17,3;3,9;38,1;0,0;1,5
39350;-95;27,5;-11,3;1,7;38,1;0,0;1,5
39350;-88;32,8;-11,3;1,7;38,1;0,0;1,5
39350;-91;40,9;-13,2;-0,4;38,1;0,0;1,5
39350;-57;35,8;-2,8;1,8;38,1;0,0;1,5
39350;-99;19,8;-4,3;4;38,1;0,0;1,5
39400;-98;28,2;-16,4;1,7;38,1;0,0;1,5
39400;-95;39,7;-15,8;1,8;38,1;0,0;1,5
39400;-97;40,1;-16;3,9;38,1;0,0;1,5
39400;-95;27,5;-11,3;1,7;38,1;0,0;1,5
39400;-91;35,9;-12;5,1;38,1;0,0;1,5
39450;-99;32,5;-16,5;1,7;38,1;0,0;1,5
39450;-98;35,5;-17,3;1,8;38,1;0,0;1,5
39450;-98;39,8;-17,4;5,1;38,1;0,0;1,5
39450;-90;25,5;-2,8;1,8;38,1;0,0;1,5
39450;-98;19,8;-4,3;4;38,1;0,0;1,5
39500;-99;28,2;-16,4;1,7;38,1;0,0;1,5
39500;-96;40,1;-16;3,9;38,1;0,0;1,5
39500;-98;25,2;-12;5,2;38,1;0,0;1,5
39500;-97;27,7;-13,2;-0,4;38,1;0,0;1,5
39500;-90;40,9;-13,2;-0,4;38,1;0,0;1,5
39500;-97;21,2;-4,3;1,8;38,1;0,0;1,5
39550;-97;32,5;-16,5;1,7;38,1;0,0;1,5
39550;-98;35,5;-17,3;1,8;38,1;0,0;1,5
39550;-95;35,9;-15,9;4;38,1;0,0;1,5
39550;-97;33,5;-15,8;5,1;38,1;0,0;1,5
39550;-92;40,9;-13,2;-0,4;38,1;0,0;1,5
39600;-98;32,5;-16,5;1,7;38,1;0,0;1,5
39600;-95;39,7;-15,8;1,8;38,1;0,0;1,5
39600;-92;32,7;-12;5,1;38,1;0,0;1,5
39600;-90;35,9;-12;5,1;38,1;0,0;1,5
39600;-97;27,7;-13,2;-0,4;38,1;0,0;1,5
39600;-92;25,1;-4,3;4;38,1;0,0;1,5
39600;-66;40,3;-4,4;4;38,1;0,0;1,5
39600;-79;40,1;-8,9;1,7;38,1;0,0;1,5
39650;-96;40,1;-16;3,9;38,1;0,0;1,5
39650;-99;27,5;-15,8;5,1;38,1;0,0;1,5
39650;-86;40,1;-11,3;1,7;38,1;0,0;1,5
39650;-69;33;-3,7;1,7;38,1;0,0;1,5
39650;-61;39,9;-4,3;1,8;38,1;0,0;1,5
39650;-97;21,3;-2,8;5,1;38,1;0,0;1,5
39650;-88;27,6;-4,4;5,1;38,1;0,0;1,5
39700;-99;27,5;-15,8;5,1;38,1;0,0;1,5
39700;-94;27,5;-11,3;1,7;38,1;0,0;1,5
39700;-91;32,7;-12;5,1;38,1;0,0;1,5
39700;-97;21,2;-4,3;1,8;38,1;0,0;1,5
39700;-82;28,8;-3,7;1,7;38,1;0,0;1,5
39750;-98;28,2;-16,4;1,7;38,1;0,0;1,5
39750;-97;35,5;-17,3;1,8;38,1;0,0;1,5
39750;-95;39,7;-15,8;1,8;38,1;0,0;1,5
39750;-96;40,1;-16;3,9;38,1;0,0;1,5
39750;-97;39,7;-17,3;3,9;38,1;0,0;1,5
39750;-96;35,9;-15,9;4;38,1;0,0;1,5
39750;-91;32,8;-11,3;1,7;38,1;0,0;1,5
39750;-87;40,1;-11,3;1,7;38,1;0,0;1,5
39800;-98;35,5;-17,3;1,8;38,1;0,0;1,5
39800;-97;39,7;-17,3;3,9;38,1;0,0;1,5
39800;-98;27,5;-15,8;5,1;38,1;0,0;1,5
39800;-89;35,9;-12;5,1;38,1;0,0;1,5
39800;-90;41,8;-11,8;4,1;38,1;0,0;1,5
39800;-89;25,5;-2,8;1,8;38,1;0,0;1,5
39850;-97;40,1;-16;3,9;38,1;0,0;1,5
39850;-97;39,7;-17,3;3,9;38,1;0,0;1,5
39850;-98;33,5;-15,8;5,1;38,1;0,0;1,5
39850;-92;32,8;-11,3;1,7;38,1;0,0;1,5
39850;-85;40,1;-11,3;1,7;38,1;0,0;1,5
39850;-92;32,7;-12;5,1;38,1;0,0;1,5
39850;-97;27,7;-13,2;-0,4;38,1;0,0;1,5
39850;-90;40,9;-13,2;-0,4;38,1;0,0;1,5
39900;-99;28,2;-16,4;1,7;38,1;0,0;1,5
39900;-95;35,9;-15,9;4;38,1;0,0;1,5
39900;-89;32,8;-11,3;1,7;38,1;0,0;1,5
39900;-84;40,1;-11,3;1,7;38,1;0,0;1,5
39900;-96;27,7;-13,2;-0,4;38,1;0,0;1,5
39900;-72;33,5;-4,4;5,1;38,1;0,0;1,5
39900;-84;32,8;-8,2;5,1;38,1;0,0;1,5
39900;-92;26,7;-5,6;-0,4;38,1;0,0;1,5
39900;-97;23,5;11,2;1,7;38,1;0,0;1,5
39950;-97;32,5;-16,5;1,7;38,1;0,0;1,5
39950;-97;40,1;-16;3,9;38,1;0,0;1,5
39950;-87;32,8;-11,3;1,7;38,1;0,0;1,5
39950;-98;25,2;-12;5,2;38,1;0,0;1,5
39950;-62;39,9;-4,3;1,8;38,1;0,0;1,5
39950;-91;25,1;-4,3;4;38,1;0,0;1,5
39950;-99;21,3;-2,8;5,1;38,1;0,0;1,5
39950;-89;26,7;-5,6;-0,4;38,1;0,0;1,5
39950;-82;34,7;9,2;1,7;38,1;0,0;1,5
40000;-96;40,1;-16;3,9;38,1;0,0;1,5
40000;-91;27,5;-11,3;1,7;38,1;0,0;1,5
40000;-90;35,9;-12;5,1;38,1;0,0;1,5
40000;-90;41,8;-11,8;4,1;38,1;0,0;1,5
40000;-83;28,8;-3,7;1,7;38,1;0,0;1,5
40050;-97;27,5;-11,3;1,7;38,1;0,0;1,5
40050;-89;32,8;-11,3;1,7;38,1;0,0;1,5
40050;-90;25,5;-2,8;1,8;38,1;0,0;1,5
40050;-67;33;-3,7;1,7;38,1;0,0;1,5
